HitID	URL	QuestionText	QuestionVariable	Answer	Condition	Knowledge	Comment	IsSkip	Debug_AnnotationFrom	Debug_RawText	Debug_HasOverride	QuestionTextProcessed	QuestionVariableExpand	ConditionExpand	HasLabelBackIssue	LabelBackIssue	hasAdhocFixForLabelBack
167052437	https://socratic.org/questions/what-is-the-balanced-equation-for-the-incomplete-combustion-of-nonane-c-9h-2o	What is the balanced equation for the incomplete combustion of nonane C9H2O?	[{"type":"other","value":"balanced_equation"}]	[{"type":"chemical equation","value":"C9H20(l) + 27/2 O2(g) -> 8 CO2(g) + CO(g) + 10 H2O(l); C9H20(l) + 13 O2(g) -> 8 CO2(g) + C(s) + 10 H2O(l); C9H20(l) + 25/2 O2(g) -> 7 CO2(g) + CO(g) + C(s) + 10 H2O(l)"}]	[{"type":"chemical equation","value":"C9H2O"},{"type":"other","value":"Incomplete combustion"}]	[]		0	QAReview	What is the balanced equation for the incomplete combustion of nonane #C_9H_2O#?	0	What is the balanced equation for the incomplete combustion of nonane C9H2O?	[{"type":"other","value":"balanced_equation","valueExpand":[{"tag":"equation_qv","content":"","slot":"ActionToClass"}]}]	[{"type":"chemical equation","value":"C9H2O","valueExpand":[{"tag":"ce_condition","content":"C9H2O","slot":"70_75"}]},{"type":"other","value":"Incomplete combustion","valueExpand":[{"tag":"other_condition","content":"Incomplete combustion","slot":"ActionToClass"}]}]	0		0
167052440	https://socratic.org/questions/how-do-i-find-the-mass-of-copper-ii-hydroxide-which-is-formed-when-excess-copper	How do I find the mass of copper(II) hydroxide which is formed when excess copper(II) sulfate is added to 100 mL of a 0.450 mol L^(−1) solution of sodium hydroxide?	[{"type":"physical unit","value":"Mass [OF] copper(II) hydroxide [IN] g"}]	[{"type":"physical unit","value":"2.20 g"}]	[{"type":"physical unit","value":"Volume [OF] solution of sodium hydroxide [=] \\pu{100 mL}"},{"type":"physical unit","value":"Molarity [OF] solution of sodium hydroxide [=] \\pu{0.450 mol L^(−1)}"},{"type":"other","value":"Excess copper(II) sulfate is added to the solution of sodium hydroxide"}]	[]		0	QAReview	How do I find the mass of copper(II) hydroxide which is formed when excess copper(II) sulfate is added to 100mL of a 0.450 mol #L^-1# solution of sodium hydroxide? 	0	How do I find the mass of copper(II) hydroxide which is formed when excess copper(II) sulfate is added to 100 mL of a 0.450 mol L^(−1) solution of sodium hydroxide?	[{"type":"physical unit","value":"Mass [OF] copper(II) hydroxide [IN] g","valueExpand":[{"tag":"property_qv","content":"Mass","slot":"ActionToClass"},{"tag":"subject_qv","content":"copper(II) hydroxide","slot":"26_46"},{"tag":"unit_qv","content":"g","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Volume [OF] solution of sodium hydroxide [=] \\\\pu{100 mL}","valueExpand":[{"tag":"property_condition","content":"Volume","slot":"ActionToClass"},{"tag":"subject_condition","content":"solution of sodium hydroxide","slot":"135_163"},{"tag":"value_condition","content":"100 mL","slot":"106_112"}]},{"type":"physical unit","value":"Molarity [OF] solution of sodium hydroxide [=] \\\\pu{0.450 mol L^(−1)}","valueExpand":[{"tag":"property_condition","content":"Molarity","slot":"ActionToClass"},{"tag":"subject_condition","content":"solution of sodium hydroxide","slot":"135_163"},{"tag":"value_condition","content":"0.450 mol L^(−1)","slot":"118_134"}]},{"type":"other","value":"Excess copper(II) sulfate is added to the solution of sodium hydroxide","valueExpand":[{"tag":"other_condition","content":"Excess copper(II) sulfate is added to the solution of sodium hydroxide","slot":"ActionToClass"}]}]	0		0
167052445	https://socratic.org/questions/1-00x10-2-ml-of-a-12-4-m-hcl-is-added-to-water-to-bring-the-total-volume-of-the-	1.00 × 10^2 mL of a 12.4 M HCl solution is added to water to bring the total volume of the solution to 0.820 L. What is the concentration of this new solution?	[{"type":"physical unit","value":"Concentration2 [OF] this new solution [IN] M"}]	[{"type":"physical unit","value":"1.51 M"}]	[{"type":"physical unit","value":"Volume1 [OF] HCl solution [=] \\pu{1.00 × 10^2 mL}"},{"type":"physical unit","value":"concentration1 [OF] HCl solution [=] \\pu{12.4 M}"},{"type":"physical unit","value":"Volume2 [OF] this new solution [=] \\pu{0.820 L}"},{"type":"substance name","value":"water"}]	[]		0	QAReview	#1.00 *10^2# #"mL"# of a #"12.4-M"# #"HCl"# solution is added to water to bring the total volume of the solution to #"0.820 L"#. What is the concentration of this new solution?	0	1.00 × 10^2 mL of a 12.4 M HCl solution is added to water to bring the total volume of the solution to 0.820 L. What is the concentration of this new solution?	[{"type":"physical unit","value":"Concentration2 [OF] this new solution [IN] M","valueExpand":[{"tag":"property_qv","content":"Concentration2","slot":"ActionToClass"},{"tag":"subject_qv","content":"this new solution","slot":"141_158"},{"tag":"unit_qv","content":"M","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Volume1 [OF] HCl solution [=] \\\\pu{1.00 × 10^2 mL}","valueExpand":[{"tag":"property_condition","content":"Volume1","slot":"ActionToClass"},{"tag":"subject_condition","content":"HCl solution","slot":"27_39"},{"tag":"value_condition","content":"1.00 × 10^2 mL","slot":"0_14"}]},{"type":"physical unit","value":"concentration1 [OF] HCl solution [=] \\\\pu{12.4 M}","valueExpand":[{"tag":"property_condition","content":"concentration1","slot":"ActionToClass"},{"tag":"subject_condition","content":"HCl solution","slot":"27_39"},{"tag":"value_condition","content":"12.4 M","slot":"20_26"}]},{"type":"physical unit","value":"Volume2 [OF] this new solution [=] \\\\pu{0.820 L}","valueExpand":[{"tag":"property_condition","content":"Volume2","slot":"ActionToClass"},{"tag":"subject_condition","content":"this new solution","slot":"141_158"},{"tag":"value_condition","content":"0.820 L","slot":"103_110"}]},{"type":"substance name","value":"water","valueExpand":[{"tag":"substance_condition","content":"water","slot":"52_57"}]}]	0		0
167052447	https://socratic.org/questions/a-sample-of-gas-occupies-a-volume-of-70-9-ml-as-it-expands-it-does-118-9-j-of-wo	A sample of gas occupies a volume of 70.9 mL. As it expands, it does 118.9 J of work on its surroundings at a constant pressure of 783 torr. What is the final volume of the gas?	[{"type":"physical unit","value":"Volume2 [OF] the gas [IN] L"}]	[{"type":"physical unit","value":"1.07 L"}]	[{"type":"physical unit","value":"Volume1 [OF] a gas sample [=] \\pu{70.9 mL}"},{"type":"other","value":"As it expands, it does 118.9 J of work on its surroundings at a constant pressure of 783 torr."}]	[]		0	QAReview	A sample of gas occupies a volume of 70.9 mL. As it expands, it does 118.9 J of work on its surroundings at a constant pressure of 783 torr. What is the final volume of the gas?	0	A sample of gas occupies a volume of 70.9 mL. As it expands, it does 118.9 J of work on its surroundings at a constant pressure of 783 torr. What is the final volume of the gas?	[{"type":"physical unit","value":"Volume2 [OF] the gas [IN] L","valueExpand":[{"tag":"property_qv","content":"Volume2","slot":"ActionToClass"},{"tag":"subject_qv","content":"the gas","slot":"169_176"},{"tag":"unit_qv","content":"L","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Volume1 [OF] a gas sample [=] \\\\pu{70.9 mL}","valueExpand":[{"tag":"property_condition","content":"Volume1","slot":"ActionToClass"},{"tag":"subject_condition","content":"a gas sample","slot":"-1_-1"},{"tag":"value_condition","content":"70.9 mL","slot":"37_44"}]},{"type":"other","value":"As it expands, it does 118.9 J of work on its surroundings at a constant pressure of 783 torr.","valueExpand":[{"tag":"other_condition","content":"As it expands, it does 118.9 J of work on its surroundings at a constant pressure of 783 torr.","slot":"ActionToClass"}]}]	1		0
167052448	https://socratic.org/questions/the-concentration-of-a-solution-of-ammonia-nh3-is-1-5-m-v-what-is-the-molar-conc	The concentration of a solution of ammonia, NH3 is 1.5% m/v. What is the molar concentration of a solution produced by diluting 25.0 mL of this solution with 250 mL of water?	[{"type":"physical unit","value":"Molar concentration [OF] this solution [IN] mol/L"}]	[{"type":"physical unit","value":"0.08 mol/L"}]	[{"type":"physical unit","value":"Concentration [OF] NH3 [=] \\pu{1.5% m/v}"},{"type":"physical unit","value":"Volume [OF] water [=] \\pu{250 mL}"},{"type":"physical unit","value":"Volume [OF] NH3 solution [=] \\pu{25.0 mL}"},{"type":"other","value":"Diluting this solution with water."}]	[]		0	QAReview	The concentration of a solution of ammonia, #"NH"_3# is #"1.5% m/v"#. What is the molar concentration of a solution produced by diluting #"25.0 mL"# of this solution with #"250 mL"# of water?	0	The concentration of a solution of ammonia, NH3 is 1.5% m/v. What is the molar concentration of a solution produced by diluting 25.0 mL of this solution with 250 mL of water?	[{"type":"physical unit","value":"Molar concentration [OF] this solution [IN] mol/L","valueExpand":[{"tag":"property_qv","content":"Molar concentration","slot":"ActionToClass"},{"tag":"subject_qv","content":"this solution","slot":"139_152"},{"tag":"unit_qv","content":"mol/L","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Concentration [OF] NH3 [=] \\\\pu{1.5% m/v}","valueExpand":[{"tag":"property_condition","content":"Concentration","slot":"ActionToClass"},{"tag":"subject_condition","content":"NH3","slot":"44_47"},{"tag":"value_condition","content":"1.5% m/v","slot":"51_59"}]},{"type":"physical unit","value":"Volume [OF] water [=] \\\\pu{250 mL}","valueExpand":[{"tag":"property_condition","content":"Volume","slot":"ActionToClass"},{"tag":"subject_condition","content":"water","slot":"168_173"},{"tag":"value_condition","content":"250 mL","slot":"158_164"}]},{"type":"physical unit","value":"Volume [OF] NH3 solution [=] \\\\pu{25.0 mL}","valueExpand":[{"tag":"property_condition","content":"Volume","slot":"ActionToClass"},{"tag":"subject_condition","content":"NH3 solution","slot":"-1_-1"},{"tag":"value_condition","content":"25.0 mL","slot":"128_135"}]},{"type":"other","value":"Diluting this solution with water.","valueExpand":[{"tag":"other_condition","content":"Diluting this solution with water.","slot":"ActionToClass"}]}]	1		0
167052450	https://socratic.org/questions/how-many-ethanol-molecules-are-present-in-0-35-moles	How many ethanol molecules are present in 0.35 moles?	[{"type":"physical unit","value":"Number [OF] ethanol molecules"}]	[{"type":"physical unit","value":"2.11 × 10^23"}]	[{"type":"physical unit","value":"Mole [OF] ethanol [=] \\pu{0.35 moles}"}]	[]		0	QAReview	How many ethanol molecules are present in 0.35 moles? 	0	How many ethanol molecules are present in 0.35 moles?	[{"type":"physical unit","value":"Number [OF] ethanol molecules","valueExpand":[{"tag":"property_qv","content":"Number","slot":"ActionToClass"},{"tag":"subject_qv","content":"ethanol molecules","slot":"9_26"}]}]	[{"type":"physical unit","value":"Mole [OF] ethanol [=] \\\\pu{0.35 moles}","valueExpand":[{"tag":"property_condition","content":"Mole","slot":"ActionToClass"},{"tag":"subject_condition","content":"ethanol","slot":"9_16"},{"tag":"value_condition","content":"0.35 moles","slot":"42_52"}]}]	0		0
167052453	https://socratic.org/questions/in-standardization-8-77-ml-of-naoh-neutralized-1-522-g-of-khp-given-the-molar-ma	In standardization, 8.77 mL of NaOH neutralized 1.522 g of KHP. Given the molar mass of KHP is 204.22 g/mol, what is the molarity of the NaOH solution?	[{"type":"physical unit","value":"Molarity [OF] NaOH solution [IN] mol/L"}]	[{"type":"physical unit","value":"0.85 mol/L"}]	[{"type":"physical unit","value":"Volume [OF] NaOH solution [=] \\pu{8.77 mL}"},{"type":"physical unit","value":"Mass [OF] KHP [=] \\pu{1.522 g}"},{"type":"physical unit","value":"Molar mass [OF] KHP [=] \\pu{204.22 g/mol}"},{"type":"other","value":"In standardization"}]	[]		0	QAReview	In standardization, 8.77 mL of #NaOH# neutralized 1.522 g of #KHP#. Given the molar mass of #KHP# is 204.22 g/mol, what is the molarity of the #NaOH# solution?	0	In standardization, 8.77 mL of NaOH neutralized 1.522 g of KHP. Given the molar mass of KHP is 204.22 g/mol, what is the molarity of the NaOH solution?	[{"type":"physical unit","value":"Molarity [OF] NaOH solution [IN] mol/L","valueExpand":[{"tag":"property_qv","content":"Molarity","slot":"ActionToClass"},{"tag":"subject_qv","content":"NaOH solution","slot":"137_150"},{"tag":"unit_qv","content":"mol/L","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Volume [OF] NaOH solution [=] \\\\pu{8.77 mL}","valueExpand":[{"tag":"property_condition","content":"Volume","slot":"ActionToClass"},{"tag":"subject_condition","content":"NaOH solution","slot":"137_150"},{"tag":"value_condition","content":"8.77 mL","slot":"20_27"}]},{"type":"physical unit","value":"Mass [OF] KHP [=] \\\\pu{1.522 g}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"KHP","slot":"59_62"},{"tag":"value_condition","content":"1.522 g","slot":"48_55"}]},{"type":"physical unit","value":"Molar mass [OF] KHP [=] \\\\pu{204.22 g/mol}","valueExpand":[{"tag":"property_condition","content":"Molar mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"KHP","slot":"59_62"},{"tag":"value_condition","content":"204.22 g/mol","slot":"95_107"}]},{"type":"other","value":"In standardization","valueExpand":[{"tag":"other_condition","content":"In standardization","slot":"ActionToClass"}]}]	0		0
167052455	https://socratic.org/questions/how-many-grams-of-silver-chloride-can-be-produced-if-you-start-with-4-62-grams-o	How many grams of silver chloride can be produced if you start with 4.62 g of barium chloride? 2 AgNO3(aq) + BaCl2(aq) -> 2 AgCl2(s) + Ba(NO3)2(aq)	[{"type":"physical unit","value":"Mass [OF] silver chloride [IN] grams"}]	[{"type":"physical unit","value":"6.36 grams"}]	[{"type":"chemical equation","value":"2 AgNO3(aq) + BaCl2(aq) -> 2 AgCl2(s) + Ba(NO3)2(aq)"},{"type":"physical unit","value":"Mass [OF] barium chloride [=] \\pu{4.62 g}"}]	[]		0	QAReview	How many grams of silver chloride can be produced if you start with #"4.62 g"# of barium chloride?   	0	How many grams of silver chloride can be produced if you start with 4.62 g of barium chloride? 2 AgNO3(aq) + BaCl2(aq) -> 2 AgCl2(s) + Ba(NO3)2(aq)	[{"type":"physical unit","value":"Mass [OF] silver chloride [IN] grams","valueExpand":[{"tag":"property_qv","content":"Mass","slot":"ActionToClass"},{"tag":"subject_qv","content":"silver chloride","slot":"18_33"},{"tag":"unit_qv","content":"grams","slot":"ActionToClass"}]}]	[{"type":"chemical equation","value":"2 AgNO3(aq) + BaCl2(aq) -\u003e 2 AgCl2(s) + Ba(NO3)2(aq)","valueExpand":[{"tag":"ce_condition","content":"2 AgNO3(aq) + BaCl2(aq) -\u003e 2 AgCl2(s) + Ba(NO3)2(aq)","slot":"95_147"}]},{"type":"physical unit","value":"Mass [OF] barium chloride [=] \\\\pu{4.62 g}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"barium chloride","slot":"78_93"},{"tag":"value_condition","content":"4.62 g","slot":"68_74"}]}]	0		0
167052457	https://socratic.org/questions/a-rolaids-tablet-contains-calcium-carbonate-for-neutralizing-stomach-acid-if-a-r	A Rolaids tablet contains calcium carbonate for neutralizing stomach acid. If a Rolaids tablet neutralizes 24.65 mL of 0.547 M hydrochloric acid, how many milligrams of calcium carbon are in a Rolaids tablet?	[{"type":"physical unit","value":"Mass [OF] calcium carbon are in a Rolaids tablet [IN] milligrams"}]	[{"type":"physical unit","value":"674.87 milligrams"}]	[{"type":"other","value":"A Rolaids tablet contains calcium carbonate for neutralizing stomach acid."},{"type":"physical unit","value":"Volume [OF] hydrochloric acid [=] \\pu{24.65 mL}"},{"type":"physical unit","value":"Molarity [OF] hydrochloric acid [=] \\pu{0.547 M}"}]	[]		0	QAReview	A Rolaids tablet contains calcium carbonate for neutralizing stomach acid. If a Rolaids tablet neutralizes 24.65 mL of 0.547 M hydrochloric acid, how many milligrams of calcium carbon are in a Rolaids tablet?	0	A Rolaids tablet contains calcium carbonate for neutralizing stomach acid. If a Rolaids tablet neutralizes 24.65 mL of 0.547 M hydrochloric acid, how many milligrams of calcium carbon are in a Rolaids tablet?	[{"type":"physical unit","value":"Mass [OF] calcium carbon are in a Rolaids tablet [IN] milligrams","valueExpand":[{"tag":"property_qv","content":"Mass","slot":"ActionToClass"},{"tag":"subject_qv","content":"calcium carbon are in a Rolaids tablet","slot":"169_207"},{"tag":"unit_qv","content":"milligrams","slot":"ActionToClass"}]}]	[{"type":"other","value":"A Rolaids tablet contains calcium carbonate for neutralizing stomach acid.","valueExpand":[{"tag":"other_condition","content":"A Rolaids tablet contains calcium carbonate for neutralizing stomach acid.","slot":"ActionToClass"}]},{"type":"physical unit","value":"Volume [OF] hydrochloric acid [=] \\\\pu{24.65 mL}","valueExpand":[{"tag":"property_condition","content":"Volume","slot":"ActionToClass"},{"tag":"subject_condition","content":"hydrochloric acid","slot":"127_144"},{"tag":"value_condition","content":"24.65 mL","slot":"107_115"}]},{"type":"physical unit","value":"Molarity [OF] hydrochloric acid [=] \\\\pu{0.547 M}","valueExpand":[{"tag":"property_condition","content":"Molarity","slot":"ActionToClass"},{"tag":"subject_condition","content":"hydrochloric acid","slot":"127_144"},{"tag":"value_condition","content":"0.547 M","slot":"119_126"}]}]	0		0
167052458	https://socratic.org/questions/how-many-n-atoms-are-there-in-one-mole-of-n-2	How many N atoms are there in one mole of N2?	[{"type":"physical unit","value":"Number [OF] N atoms in N2"}]	[{"type":"physical unit","value":"1.20 × 10^24"}]	[{"type":"physical unit","value":"Mole [OF] N2 [=] \\pu{one mole}"}]	[]		0	QAReview	How many #N# atoms are there in one mole of #N_2#? 	0	How many N atoms are there in one mole of N2?	[{"type":"physical unit","value":"Number [OF] N atoms in N2","valueExpand":[{"tag":"property_qv","content":"Number","slot":"ActionToClass"},{"tag":"subject_qv","content":"N atoms in N2","slot":"-1_-1"}]}]	[{"type":"physical unit","value":"Mole [OF] N2 [=] \\\\pu{one mole}","valueExpand":[{"tag":"property_condition","content":"Mole","slot":"ActionToClass"},{"tag":"subject_condition","content":"N2","slot":"42_44"},{"tag":"value_condition","content":"one mole","slot":"30_38"}]}]	1		0
167052459	https://socratic.org/questions/591b2b677c01497a33a1bd63	What is the balanced chemical equation for the reaction between carbon monoxide, CO, and hydrogen gas, H2, to make CH2OH?	[{"type":"other","value":"balanced_equation"}]	[{"type":"chemical equation","value":"2 CO + 3 H2 -> 2 CH2OH"}]	[{"type":"chemical equation","value":"CO"},{"type":"chemical equation","value":"H2"},{"type":"chemical equation","value":"CH2OH"}]	[]		0	QAReview	What is the balanced chemical equation for the reaction between carbon monoxide, #CO#, and hydrogen gas, #H_2#, to make #CH_2OH#?	0	What is the balanced chemical equation for the reaction between carbon monoxide, CO, and hydrogen gas, H2, to make CH2OH?	[{"type":"other","value":"balanced_equation","valueExpand":[{"tag":"equation_qv","content":"","slot":"ActionToClass"}]}]	[{"type":"chemical equation","value":"CO","valueExpand":[{"tag":"ce_condition","content":"CO","slot":"81_83"}]},{"type":"chemical equation","value":"H2","valueExpand":[{"tag":"ce_condition","content":"H2","slot":"103_105"}]},{"type":"chemical equation","value":"CH2OH","valueExpand":[{"tag":"ce_condition","content":"CH2OH","slot":"115_120"}]}]	0		0
167052460	https://socratic.org/questions/59bc1ccb11ef6b55b9bd7338	A 5 g mass of sodium chloride, and an 8.2 g mass of sodium sulfate are dissolved in a 200 mL of aqueous solution. What is [Na^+]?	[{"type":"physical unit","value":"Molarity [OF] Na^+ [IN] mol/L"}]	[{"type":"physical unit","value":"1.01 mol/L"}]	[{"type":"physical unit","value":"mass [OF] sodium chloride [=] \\pu{5 g}"},{"type":"physical unit","value":"mass [OF] sodium sulfate [=] \\pu{8.2 g}"},{"type":"physical unit","value":"Volume [OF] aqueous solution [=] \\pu{200 mL}"}]	[]		0	QAReview	A #5*g# mass of sodium chloride, and an #8.2*g# mass of sodium sulfate are dissolved in a #200*mL# of aqueous solution.  What is #[Na^+]#?	0	A 5 g mass of sodium chloride, and an 8.2 g mass of sodium sulfate are dissolved in a 200 mL of aqueous solution. What is [Na^+]?	[{"type":"physical unit","value":"Molarity [OF] Na^+ [IN] mol/L","valueExpand":[{"tag":"property_qv","content":"Molarity","slot":"ActionToClass"},{"tag":"subject_qv","content":"Na^+","slot":"123_127"},{"tag":"unit_qv","content":"mol/L","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"mass [OF] sodium chloride [=] \\\\pu{5 g}","valueExpand":[{"tag":"property_condition","content":"mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"sodium chloride","slot":"14_29"},{"tag":"value_condition","content":"5 g","slot":"2_5"}]},{"type":"physical unit","value":"mass [OF] sodium sulfate [=] \\\\pu{8.2 g}","valueExpand":[{"tag":"property_condition","content":"mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"sodium sulfate","slot":"52_66"},{"tag":"value_condition","content":"8.2 g","slot":"38_43"}]},{"type":"physical unit","value":"Volume [OF] aqueous solution [=] \\\\pu{200 mL}","valueExpand":[{"tag":"property_condition","content":"Volume","slot":"ActionToClass"},{"tag":"subject_condition","content":"aqueous solution","slot":"96_112"},{"tag":"value_condition","content":"200 mL","slot":"86_92"}]}]	0		0
167052461	https://socratic.org/questions/58f9047311ef6b1669a29ed7	What is the pH of a 0.26 mol/L solution of methylamine (CH3NH2, Kb = 4.4 × 10^(-4))?	[{"type":"physical unit","value":"pH [OF] CH3NH2"}]	[{"type":"physical unit","value":"12.03"}]	[{"type":"physical unit","value":"Molarity [OF] CH3NH2 [=] \\pu{0.26 mol/L}"},{"type":"physical unit","value":"Kb [OF] CH3NH2 [=] \\pu{4.4 × 10^(-4)}"}]	[]		0	QAReview	What is the pH of a 0.26 mol/L solution of methylamine (#"CH"_3"NH"_2, K_text(b) = 4.4 × 10^"-4"#)?	0	What is the pH of a 0.26 mol/L solution of methylamine (CH3NH2, Kb = 4.4 × 10^(-4))?	[{"type":"physical unit","value":"pH [OF] CH3NH2","valueExpand":[{"tag":"property_qv","content":"pH","slot":"ActionToClass"},{"tag":"subject_qv","content":"CH3NH2","slot":"56_62"}]}]	[{"type":"physical unit","value":"Molarity [OF] CH3NH2 [=] \\\\pu{0.26 mol/L}","valueExpand":[{"tag":"property_condition","content":"Molarity","slot":"ActionToClass"},{"tag":"subject_condition","content":"CH3NH2","slot":"56_62"},{"tag":"value_condition","content":"0.26 mol/L","slot":"20_30"}]},{"type":"physical unit","value":"Kb [OF] CH3NH2 [=] \\\\pu{4.4 × 10^(-4)}","valueExpand":[{"tag":"property_condition","content":"Kb","slot":"ActionToClass"},{"tag":"subject_condition","content":"CH3NH2","slot":"56_62"},{"tag":"value_condition","content":"4.4 × 10^(-4)","slot":"69_82"}]}]	0		0
167052462	https://socratic.org/questions/5724db2011ef6b2c2e68414f	What is the molar mass of water?	[{"type":"physical unit","value":"Molar mass [OF] water [IN] g/mol"}]	[{"type":"physical unit","value":"18.02 g/mol"}]	[{"type":"substance name","value":"water"}]	[]		0	QAReview	What is the molar mass of water?	0	What is the molar mass of water?	[{"type":"physical unit","value":"Molar mass [OF] water [IN] g/mol","valueExpand":[{"tag":"property_qv","content":"Molar mass","slot":"ActionToClass"},{"tag":"subject_qv","content":"water","slot":"26_31"},{"tag":"unit_qv","content":"g/mol","slot":"ActionToClass"}]}]	[{"type":"substance name","value":"water","valueExpand":[{"tag":"substance_condition","content":"water","slot":"26_31"}]}]	0		0
167052463	https://socratic.org/questions/an-aqueous-solution-has-a-mass-of-490-grams-containing-8-5-x-10-3-gram-of-calciu	An aqueous solution has a mass of 490 grams containing 8.5 × 10^(-3) gram of calcium ions. What is the concentration of calcium ions in this solution?	[{"type":"physical unit","value":"Concentration [OF] calcium ions in this solution [IN] ppm"}]	[{"type":"physical unit","value":"17.35 ppm"}]	[{"type":"physical unit","value":"Mass [OF] an aqueous solution [=] \\pu{490 grams}"},{"type":"physical unit","value":"Mass [OF] calcium ions [=] \\pu{8.5 × 10^(-3) gram}"}]	[]		0	QAReview	An aqueous solution has a mass of #490# grams containing #8.5 xx 10^"-3"# gram of calcium ions. What is the concentration of calcium ions in this solution?	0	An aqueous solution has a mass of 490 grams containing 8.5 × 10^(-3) gram of calcium ions. What is the concentration of calcium ions in this solution?	[{"type":"physical unit","value":"Concentration [OF] calcium ions in this solution [IN] ppm","valueExpand":[{"tag":"property_qv","content":"Concentration","slot":"ActionToClass"},{"tag":"subject_qv","content":"calcium ions in this solution","slot":"120_149"},{"tag":"unit_qv","content":"ppm","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Mass [OF] an aqueous solution [=] \\\\pu{490 grams}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"an aqueous solution","slot":"0_19"},{"tag":"value_condition","content":"490 grams","slot":"34_43"}]},{"type":"physical unit","value":"Mass [OF] calcium ions [=] \\\\pu{8.5 × 10^(-3) gram}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"calcium ions","slot":"77_89"},{"tag":"value_condition","content":"8.5 × 10^(-3) gram","slot":"55_73"}]}]	0		0
